run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
5,depth_k_rand,ex7_3_4bis.bch,6.27237,7576,2.84128,NA,NA,1,3980,3980,0,3984,3984
2,depth_k_rand,ex7_3_4bis.bch,6.27239,7576,2.85574,NA,NA,1,3977,3977,0,3981,3981
0,depth_k_rand,ex7_3_4bis.bch,6.27239,7574,2.85691,NA,NA,1,3975,3975,0,3979,3979
1,depth_k_rand,ex7_3_4bis.bch,6.27237,7576,2.92105,NA,NA,1,3980,3980,0,3984,3984
4,depth_k_rand,ex7_3_4bis.bch,6.27242,8508,3.0993,NA,NA,1,4481,4481,0,4485,4485
3,depth_k_rand,ex7_3_4bis.bch,6.27242,8508,3.12257,NA,NA,1,4481,4481,0,4485,4485
6,depth_k_rand,ex7_3_4bis.bch,6.27237,7576,2.76699,NA,NA,1,3980,3980,0,3984,3984
7,depth_k_rand,ex7_3_4bis.bch,6.27237,7576,2.76385,NA,NA,1,3980,3980,0,3984,3984
8,depth_k_rand,ex7_3_4bis.bch,6.27272,8040,2.90146,NA,NA,1,4206,4206,0,4210,4210
9,depth_k_rand,ex7_3_4bis.bch,6.27239,8144,2.93683,NA,NA,1,4272,4272,0,4276,4276
