run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
5,depth_k_rand,ex6_2_14.bch,-0.695358,4834,1.79271,NA,NA,1,2402,2402,0,2416,2416
2,depth_k_rand,ex6_2_14.bch,-0.695358,4878,1.79924,NA,NA,1,2424,2424,0,2438,2438
1,depth_k_rand,ex6_2_14.bch,-0.695358,4868,1.80794,NA,NA,1,2427,2427,0,2433,2433
3,depth_k_rand,ex6_2_14.bch,-0.695358,4878,1.81441,NA,NA,1,2432,2432,0,2438,2438
4,depth_k_rand,ex6_2_14.bch,-0.695358,4878,1.82283,NA,NA,1,2432,2432,0,2438,2438
0,depth_k_rand,ex6_2_14.bch,-0.695358,4868,1.85308,NA,NA,1,2419,2419,0,2433,2433
6,depth_k_rand,ex6_2_14.bch,-0.695358,4834,1.71503,NA,NA,1,2402,2402,0,2416,2416
7,depth_k_rand,ex6_2_14.bch,-0.695358,4834,1.71499,NA,NA,1,2410,2410,0,2416,2416
9,depth_k_rand,ex6_2_14.bch,-0.695358,4834,1.72698,NA,NA,1,2402,2402,0,2416,2416
8,depth_k_rand,ex6_2_14.bch,-0.695358,4834,1.74094,NA,NA,1,2410,2410,0,2416,2416
