run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
4,vol_k,ex2_1_9.bch,-0.374921,2946,2.60595,NA,NA,1,1468,0,1468,1474,6
1,vol_k,ex2_1_9.bch,-0.374998,3016,2.64037,NA,NA,1,1507,0,1507,1508,1
2,vol_k,ex2_1_9.bch,-0.374998,3016,2.65325,NA,NA,1,1507,0,1507,1508,1
5,vol_k,ex2_1_9.bch,-0.374921,2946,2.65342,NA,NA,1,1462,0,1462,1474,12
0,vol_k,ex2_1_9.bch,-0.374984,3010,2.65365,NA,NA,1,1505,0,1505,1505,0
3,vol_k,ex2_1_9.bch,-0.374998,3016,2.70066,NA,NA,1,1507,0,1507,1508,1
7,vol_k,ex2_1_9.bch,-0.374921,2946,2.51721,NA,NA,1,1474,0,1474,1474,0
9,vol_k,ex2_1_9.bch,-0.375,2998,2.62913,NA,NA,1,1497,0,1497,1499,2
8,vol_k,ex2_1_9.bch,-0.374988,3116,2.64317,NA,NA,1,1556,0,1556,1559,3
6,vol_k,ex2_1_9.bch,-0.374964,3176,2.70815,NA,NA,1,1585,0,1585,1590,5
