run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal
9,vol_k_rand,ex5_2_2_case3.bch,-750,46,0.061376,NA,NA,1
0,vol_k_rand,ex5_3_2.bch,1.86416,38,0.220156,NA,NA,1
1,vol_k_rand,ex5_3_2.bch,1.86416,38,0.219496,NA,NA,1
2,vol_k_rand,ex5_3_2.bch,1.86416,38,0.218936,NA,NA,1
7,vol_k_rand,ex14_2_7.bch,2.14074e-09,1301172,1505.86,NA,NA,1
3,vol_k_rand,ex5_3_2.bch,1.86416,38,0.218932,NA,NA,1
4,vol_k_rand,ex5_3_2.bch,1.86416,38,0.215175,NA,NA,1
5,vol_k_rand,ex5_3_2.bch,1.86416,38,0.218435,NA,NA,1
6,vol_k_rand,ex5_3_2.bch,1.86416,38,0.215616,NA,NA,1
7,vol_k_rand,ex5_3_2.bch,1.86416,38,0.217173,NA,NA,1
8,vol_k_rand,ex5_3_2.bch,1.86416,38,0.212611,NA,NA,1
9,vol_k_rand,ex5_3_2.bch,1.86416,38,0.215752,NA,NA,1
5,vol_k_rand,ex14_2_7.bch,2.14074e-09,1301172,1512,NA,NA,1
0,vol_k_rand,ex6_1_3bis.bch,-0.35188,10388,5.36522,NA,NA,1
1,vol_k_rand,ex6_1_3bis.bch,-0.35188,10388,5.42566,NA,NA,1
3,vol_k_rand,ex14_2_7.bch,2.14074e-09,1301172,1516.02,NA,NA,1
2,vol_k_rand,ex6_1_3bis.bch,-0.35188,10388,5.39006,NA,NA,1
3,vol_k_rand,ex6_1_3bis.bch,-0.35188,10388,3.96086,NA,NA,1
4,vol_k_rand,ex6_1_3bis.bch,-0.35188,10388,5.42087,NA,NA,1
5,vol_k_rand,ex6_1_3bis.bch,-0.35188,10388,5.48577,NA,NA,1
7,vol_k_rand,ex6_1_3bis.bch,-0.35188,10388,3.89939,NA,NA,1
0,vol_k_rand,ex6_1_4.bch,-0.294507,136,0.114734,NA,NA,1
1,vol_k_rand,ex6_1_4.bch,-0.294507,136,0.115267,NA,NA,1
2,vol_k_rand,ex6_1_4.bch,-0.294507,136,0.114138,NA,NA,1
3,vol_k_rand,ex6_1_4.bch,-0.294507,136,0.114199,NA,NA,1
4,vol_k_rand,ex6_1_4.bch,-0.294507,136,0.113693,NA,NA,1
5,vol_k_rand,ex6_1_4.bch,-0.294507,136,0.113588,NA,NA,1
6,vol_k_rand,ex6_1_4.bch,-0.294507,136,0.114012,NA,NA,1
7,vol_k_rand,ex6_1_4.bch,-0.294507,136,0.113957,NA,NA,1
6,vol_k_rand,ex6_1_3bis.bch,-0.35188,10388,5.15785,NA,NA,1
8,vol_k_rand,ex6_1_4.bch,-0.294507,136,0.114264,NA,NA,1
9,vol_k_rand,ex6_1_4.bch,-0.294507,136,0.100713,NA,NA,1
8,vol_k_rand,ex6_1_3bis.bch,-0.35188,10388,5.42894,NA,NA,1
9,vol_k_rand,ex6_1_3bis.bch,-0.35188,10388,5.49238,NA,NA,1
0,vol_k_rand,ex6_2_11.bch,-2.6724e-06,44872,22.7376,NA,NA,1
1,vol_k_rand,ex6_2_11.bch,-2.6724e-06,44872,22.7812,NA,NA,1
2,vol_k_rand,ex6_2_11.bch,-2.6724e-06,44872,22.9541,NA,NA,1
3,vol_k_rand,ex6_2_11.bch,-2.6724e-06,44872,22.809,NA,NA,1
4,vol_k_rand,ex6_2_11.bch,-2.6724e-06,44872,22.778,NA,NA,1
5,vol_k_rand,ex6_2_11.bch,-2.6724e-06,44872,22.8135,NA,NA,1
6,vol_k_rand,ex6_2_11.bch,-2.6724e-06,44872,22.8431,NA,NA,1
7,vol_k_rand,ex6_2_11.bch,-2.6724e-06,44872,22.8928,NA,NA,1
1,vol_k_rand,ex6_2_12.bch,0.289195,29266,10.4791,NA,NA,1
0,vol_k_rand,ex6_2_12.bch,0.289195,29266,12.8306,NA,NA,1
2,vol_k_rand,ex6_2_12.bch,0.289195,29266,9.39796,NA,NA,1
8,vol_k_rand,ex6_2_11.bch,-2.6724e-06,44872,22.7488,NA,NA,1
9,vol_k_rand,ex6_2_11.bch,-2.6724e-06,44872,22.7763,NA,NA,1
3,vol_k_rand,ex6_2_12.bch,0.289195,29266,12.8351,NA,NA,1
5,vol_k_rand,ex6_2_12.bch,0.289195,29266,10.1033,NA,NA,1
4,vol_k_rand,ex6_2_12.bch,0.289195,29266,11.0965,NA,NA,1
2,vol_k_rand,ex14_2_7.bch,2.14074e-09,1301172,1604.81,NA,NA,1
6,vol_k_rand,ex6_2_12.bch,0.289195,29266,12.686,NA,NA,1
0,vol_k_rand,ex6_2_14.bch,-0.695358,4896,1.92553,NA,NA,1
1,vol_k_rand,ex6_2_14.bch,-0.695358,4896,2.4624,NA,NA,1
2,vol_k_rand,ex6_2_14.bch,-0.695358,4896,2.49258,NA,NA,1
3,vol_k_rand,ex6_2_14.bch,-0.695358,4896,2.45816,NA,NA,1
7,vol_k_rand,ex6_2_12.bch,0.289195,29266,12.886,NA,NA,1
4,vol_k_rand,ex6_2_14.bch,-0.695358,4896,2.49059,NA,NA,1
6,vol_k_rand,ex6_2_14.bch,-0.695358,4896,1.88524,NA,NA,1
9,vol_k_rand,ex6_2_12.bch,0.289195,29266,9.50525,NA,NA,1
5,vol_k_rand,ex6_2_14.bch,-0.695358,4896,2.46659,NA,NA,1
7,vol_k_rand,ex6_2_14.bch,-0.695358,4896,2.50352,NA,NA,1
8,vol_k_rand,ex6_2_14.bch,-0.695358,4896,2.17953,NA,NA,1
9,vol_k_rand,ex6_2_14.bch,-0.695358,4896,2.50013,NA,NA,1
8,vol_k_rand,ex6_2_12.bch,0.289195,29266,12.6024,NA,NA,1
1,vol_k_rand,ex14_2_7.bch,2.14074e-09,1301172,1640.1,NA,NA,1
8,vol_k_rand,ex14_2_7.bch,2.14074e-09,1301172,1646.54,NA,NA,1
0,vol_k_rand,ex14_2_7.bch,2.14074e-09,1301172,1665.67,NA,NA,1
9,vol_k_rand,ex14_2_7.bch,2.14074e-09,1301172,1688.95,NA,NA,1
4,vol_k_rand,ex14_2_7.bch,2.14074e-09,1301172,1701.36,NA,NA,1
