run,variant,problem,triggers_total,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
2,depth_k_rand,ex7_3_5bis.bch,8298,8298,0,8302,8302
5,depth_k_rand,ex7_3_5bis.bch,8298,8298,0,8302,8302
4,depth_k_rand,ex7_3_5bis.bch,8298,8298,0,8302,8302
0,depth_k_rand,ex7_3_5bis.bch,8298,8298,0,8302,8302
3,depth_k_rand,ex7_3_5bis.bch,8298,8298,0,8302,8302
1,depth_k_rand,ex7_3_5bis.bch,8298,8298,0,8302,8302
6,depth_k_rand,ex7_3_5bis.bch,8298,8298,0,8302,8302
8,depth_k_rand,ex7_3_5bis.bch,8298,8298,0,8302,8302
7,depth_k_rand,ex7_3_5bis.bch,8298,8298,0,8302,8302
9,depth_k_rand,ex7_3_5bis.bch,8298,8298,0,8302,8302
