run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
1,depth_k_rand,ex14_2_3.bch,1.19915e-09,7704,5.85641,NA,NA,1,4168,4168,0,4170,4170
3,depth_k_rand,ex14_2_3.bch,1.19915e-09,7704,5.88927,NA,NA,1,4168,4168,0,4170,4170
5,depth_k_rand,ex14_2_3.bch,3.82058e-08,11650,7.24759,NA,NA,1,6692,6692,0,6694,6694
2,depth_k_rand,ex14_2_3.bch,1.03083e-09,10946,8.00681,NA,NA,1,5650,5650,0,5652,5652
4,depth_k_rand,ex14_2_3.bch,1.00562e-09,11210,8.09273,NA,NA,1,5758,5758,0,5760,5760
8,depth_k_rand,ex14_2_3.bch,3.81747e-08,6792,4.93383,NA,NA,1,3692,3692,0,3694,3694
0,depth_k_rand,ex14_2_3.bch,1.27445e-09,20096,13.1034,NA,NA,1,10346,10346,0,10348,10348
6,depth_k_rand,ex14_2_3.bch,1.73427e-09,11490,8.58649,NA,NA,1,6018,6018,0,6020,6020
9,depth_k_rand,ex14_2_3.bch,1.28947e-09,14742,9.02218,NA,NA,1,7527,7527,0,7529,7529
7,depth_k_rand,ex14_2_3.bch,1.00825e-09,15080,11.322,NA,NA,1,7844,7844,0,7846,7846
