run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
4,vol_k,ex2_1_7.bch,0,-1,0,NA,NA,0,0,0,0,0,0
0,vol_k,ex2_1_7.bch,-4150.41,1226,2.84224,NA,NA,1,610,0,610,612,2
1,vol_k,ex2_1_7.bch,-4150.41,1234,2.84191,NA,NA,1,614,0,614,616,2
2,vol_k,ex2_1_7.bch,-4150.41,1262,2.86836,NA,NA,1,627,0,627,630,3
3,vol_k,ex2_1_7.bch,-4150.41,1230,2.86649,NA,NA,1,614,0,614,614,0
5,vol_k,ex2_1_7.bch,-4150.41,1230,2.86762,NA,NA,1,614,0,614,614,0
6,vol_k,ex2_1_7.bch,-4150.41,1226,2.79372,NA,NA,1,610,0,610,612,2
8,vol_k,ex2_1_7.bch,-4150.41,1208,2.6766,NA,NA,1,589,0,589,603,14
9,vol_k,ex2_1_7.bch,-4150.41,1226,2.76783,NA,NA,1,603,0,603,612,9
7,vol_k,ex2_1_7.bch,-4150.41,1242,2.79309,NA,NA,1,619,0,619,620,1
