run,variant,problem,triggers_total,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
2,base,like-1.bch,0,0,0,0,0
3,base,like-1.bch,0,0,0,0,0
1,base,like-1.bch,0,0,0,0,0
0,base,like-1.bch,0,0,0,0,0
5,base,like-1.bch,0,0,0,0,0
4,base,like-1.bch,0,0,0,0,0
6,base,like-1.bch,0,0,0,0,0
9,base,like-1.bch,0,0,0,0,0
8,base,like-1.bch,0,0,0,0,0
7,base,like-1.bch,0,0,0,0,0
