run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
4,vol_k_rand,ex6_1_4.bch,-0.294362,108,0.069724,NA,NA,1,53,0,53,53,0
0,vol_k_rand,ex6_1_4.bch,-0.294467,128,0.073893,NA,NA,1,63,0,63,63,0
5,vol_k_rand,ex6_1_4.bch,-0.294318,118,0.076359,NA,NA,1,58,0,58,58,0
2,vol_k_rand,ex6_1_4.bch,-0.294459,118,0.079756,NA,NA,1,59,0,59,59,0
1,vol_k_rand,ex6_1_4.bch,-0.294521,128,0.081206,NA,NA,1,66,0,66,66,0
3,vol_k_rand,ex6_1_4.bch,-0.294364,136,0.083175,NA,NA,1,68,0,68,68,0
6,vol_k_rand,ex6_1_4.bch,-0.294318,118,0.075784,NA,NA,1,58,0,58,58,0
8,vol_k_rand,ex6_1_4.bch,-0.294474,132,0.078982,NA,NA,1,67,0,67,67,0
9,vol_k_rand,ex6_1_4.bch,-0.294426,134,0.079323,NA,NA,1,66,0,66,67,1
7,vol_k_rand,ex6_1_4.bch,-0.294497,222,0.139188,NA,NA,1,135,0,135,138,3
