run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
0,depth_k,ex8_4_4bis.bch,0.212464,278924,98.0869,NA,NA,1,139460,139460,0,139472,139472
1,depth_k,ex8_4_4bis.bch,0.212462,281304,98.4923,NA,NA,1,140663,140663,0,140669,140669
2,depth_k,ex8_4_4bis.bch,0.212463,285476,98.9638,NA,NA,1,142746,142746,0,142760,142760
4,depth_k,ex8_4_4bis.bch,0.212463,287136,99.6621,NA,NA,1,143581,143581,0,143587,143587
5,depth_k,ex8_4_4bis.bch,0.212466,284086,100.033,NA,NA,1,142057,142057,0,142069,142069
3,depth_k,ex8_4_4bis.bch,0.212468,293056,101.056,NA,NA,1,146537,146537,0,146543,146543
7,depth_k,ex8_4_4bis.bch,0.212462,275406,93.9666,NA,NA,1,137696,137696,0,137702,137702
8,depth_k,ex8_4_4bis.bch,0.212465,284570,94.9027,NA,NA,1,142294,142294,0,142300,142300
9,depth_k,ex8_4_4bis.bch,0.212465,281616,95.3275,NA,NA,1,140806,140806,0,140818,140818
6,depth_k,ex8_4_4bis.bch,0.212468,287960,97.4307,NA,NA,1,144007,144007,0,144019,144019
