run,variant,problem,triggers_total,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
4,base,like.bch,0,0,0,0,0
2,base,like.bch,0,0,0,0,0
0,base,like.bch,0,0,0,0,0
1,base,like.bch,0,0,0,0,0
5,base,like.bch,0,0,0,0,0
3,base,like.bch,0,0,0,0,0
6,base,like.bch,0,0,0,0,0
8,base,like.bch,0,0,0,0,0
7,base,like.bch,0,0,0,0,0
9,base,like.bch,0,0,0,0,0
