run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
4,depth_k,ex2_1_7.bch,-4150.41,1242,2.84157,NA,NA,1,618,618,0,620,620
1,depth_k,ex2_1_7.bch,-4150.41,1234,2.84869,NA,NA,1,614,614,0,616,616
2,depth_k,ex2_1_7.bch,-4150.41,1262,2.87743,NA,NA,1,628,628,0,630,630
3,depth_k,ex2_1_7.bch,-4150.41,1230,2.88735,NA,NA,1,612,612,0,614,614
0,depth_k,ex2_1_7.bch,-4150.41,1226,2.91385,NA,NA,1,610,610,0,612,612
5,depth_k,ex2_1_7.bch,-4150.41,1230,3.03486,NA,NA,1,612,612,0,614,614
8,depth_k,ex2_1_7.bch,-4150.41,1208,2.7086,NA,NA,1,601,601,0,603,603
6,depth_k,ex2_1_7.bch,-4150.41,1226,2.82285,NA,NA,1,610,610,0,612,612
9,depth_k,ex2_1_7.bch,-4150.41,1226,2.79846,NA,NA,1,610,610,0,612,612
7,depth_k,ex2_1_7.bch,-4150.41,1242,2.84843,NA,NA,1,618,618,0,620,620
