run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
0,vol_k_rand,ex6_2_12.bch,0.289195,28822,9.02266,NA,NA,1,14410,0,14410,14410,0
1,vol_k_rand,ex6_2_12.bch,0.289195,28822,9.1211,NA,NA,1,14410,0,14410,14410,0
4,vol_k_rand,ex6_2_12.bch,0.289195,29482,9.14044,NA,NA,1,14740,0,14740,14740,0
5,vol_k_rand,ex6_2_12.bch,0.289195,29994,9.22169,NA,NA,1,14990,0,14990,14996,6
3,vol_k_rand,ex6_2_12.bch,0.289195,29482,9.26317,NA,NA,1,14740,0,14740,14740,0
2,vol_k_rand,ex6_2_12.bch,0.289195,29482,9.27623,NA,NA,1,14740,0,14740,14740,0
6,vol_k_rand,ex6_2_12.bch,0.289195,29994,8.90693,NA,NA,1,14990,0,14990,14996,6
8,vol_k_rand,ex6_2_12.bch,0.289195,29994,8.89496,NA,NA,1,14996,0,14996,14996,0
9,vol_k_rand,ex6_2_12.bch,0.289195,29994,8.89987,NA,NA,1,14996,0,14996,14996,0
7,vol_k_rand,ex6_2_12.bch,0.289195,29994,9.05489,NA,NA,1,14996,0,14996,14996,0
