run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
0,depth_k_rand,ex8_4_4bis.bch,0.212464,278924,98.0227,NA,NA,1,139460,139460,0,139472,139472
1,depth_k_rand,ex8_4_4bis.bch,0.212462,281304,98.2255,NA,NA,1,140663,140663,0,140669,140669
2,depth_k_rand,ex8_4_4bis.bch,0.212463,285476,99.4558,NA,NA,1,142746,142746,0,142760,142760
5,depth_k_rand,ex8_4_4bis.bch,0.212466,284086,99.7063,NA,NA,1,142057,142057,0,142069,142069
4,depth_k_rand,ex8_4_4bis.bch,0.212463,287136,99.7196,NA,NA,1,143581,143581,0,143587,143587
3,depth_k_rand,ex8_4_4bis.bch,0.212468,293056,102.451,NA,NA,1,146537,146537,0,146543,146543
7,depth_k_rand,ex8_4_4bis.bch,0.212462,275406,93.3041,NA,NA,1,137696,137696,0,137702,137702
6,depth_k_rand,ex8_4_4bis.bch,0.212468,287960,96.961,NA,NA,1,144007,144007,0,144019,144019
8,depth_k_rand,ex8_4_4bis.bch,0.212465,284570,96.5616,NA,NA,1,142294,142294,0,142300,142300
9,depth_k_rand,ex8_4_4bis.bch,0.212465,281616,96.5781,NA,NA,1,140806,140806,0,140818,140818
