run,variant,problem,triggers_total,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
1,depth_k,ex6_2_12.bch,14404,14404,0,14410,14410
0,depth_k,ex6_2_12.bch,14396,14396,0,14410,14410
2,depth_k,ex6_2_12.bch,14726,14726,0,14740,14740
3,depth_k,ex6_2_12.bch,14734,14734,0,14740,14740
5,depth_k,ex6_2_12.bch,14982,14982,0,14996,14996
4,depth_k,ex6_2_12.bch,14734,14734,0,14740,14740
6,depth_k,ex6_2_12.bch,14982,14982,0,14996,14996
8,depth_k,ex6_2_12.bch,14990,14990,0,14996,14996
9,depth_k,ex6_2_12.bch,14982,14982,0,14996,14996
7,depth_k,ex6_2_12.bch,14990,14990,0,14996,14996
