run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
0,base,ex6_2_14.bch,-0.695357,1054,0.477017,NA,NA,1,0,0,0,0,0
2,base,ex6_2_14.bch,-0.695356,1070,0.476935,NA,NA,1,0,0,0,0,0
5,base,ex6_2_14.bch,-0.695354,1078,0.481608,NA,NA,1,0,0,0,0,0
3,base,ex6_2_14.bch,-0.695357,1084,0.481545,NA,NA,1,0,0,0,0,0
4,base,ex6_2_14.bch,-0.695357,1084,0.49295,NA,NA,1,0,0,0,0,0
1,base,ex6_2_14.bch,-0.695357,1054,0.52155,NA,NA,1,0,0,0,0,0
7,base,ex6_2_14.bch,-0.695354,1078,0.467585,NA,NA,1,0,0,0,0,0
6,base,ex6_2_14.bch,-0.695354,1078,0.468867,NA,NA,1,0,0,0,0,0
8,base,ex6_2_14.bch,-0.695354,1078,0.4723,NA,NA,1,0,0,0,0,0
9,base,ex6_2_14.bch,-0.695354,1078,0.481682,NA,NA,1,0,0,0,0,0
