run,variant,problem,triggers_total,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
5,vol_k_rand,ex2_1_9.bch,1462,0,1462,1474,12
1,vol_k_rand,ex2_1_9.bch,1507,0,1507,1508,1
4,vol_k_rand,ex2_1_9.bch,1468,0,1468,1474,6
3,vol_k_rand,ex2_1_9.bch,1507,0,1507,1508,1
2,vol_k_rand,ex2_1_9.bch,1507,0,1507,1508,1
0,vol_k_rand,ex2_1_9.bch,1505,0,1505,1505,0
7,vol_k_rand,ex2_1_9.bch,1474,0,1474,1474,0
9,vol_k_rand,ex2_1_9.bch,1497,0,1497,1499,2
8,vol_k_rand,ex2_1_9.bch,1556,0,1556,1559,3
6,vol_k_rand,ex2_1_9.bch,1585,0,1585,1590,5
