run,variant,problem,triggers_total,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
2,base,alkylbis.bch,0,0,0,0,0
3,base,alkylbis.bch,0,0,0,0,0
5,base,alkylbis.bch,0,0,0,0,0
1,base,alkylbis.bch,0,0,0,0,0
0,base,alkylbis.bch,0,0,0,0,0
6,base,alkylbis.bch,0,0,0,0,0
4,base,alkylbis.bch,0,0,0,0,0
7,base,alkylbis.bch,0,0,0,0,0
8,base,alkylbis.bch,0,0,0,0,0
9,base,alkylbis.bch,0,0,0,0,0
