run,variant,problem,triggers_total,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
3,depth_k_rand,ex6_2_6.bch,128824,128824,0,128830,128830
4,depth_k_rand,ex6_2_6.bch,128530,128530,0,128536,128536
1,depth_k_rand,ex6_2_6.bch,128895,128895,0,128901,128901
5,depth_k_rand,ex6_2_6.bch,128369,128369,0,128383,128383
0,depth_k_rand,ex6_2_6.bch,128923,128923,0,128937,128937
2,depth_k_rand,ex6_2_6.bch,129264,129264,0,129278,129278
8,depth_k_rand,ex6_2_6.bch,128904,128904,0,128910,128910
9,depth_k_rand,ex6_2_6.bch,128166,128166,0,128180,128180
7,depth_k_rand,ex6_2_6.bch,128694,128694,0,128700,128700
6,depth_k_rand,ex6_2_6.bch,129242,129242,0,129256,129256
