run,variant,problem,triggers_total,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
2,base,ex6_2_12.bch,0,0,0,0,0
1,base,ex6_2_12.bch,0,0,0,0,0
4,base,ex6_2_12.bch,0,0,0,0,0
5,base,ex6_2_12.bch,0,0,0,0,0
0,base,ex6_2_12.bch,0,0,0,0,0
3,base,ex6_2_12.bch,0,0,0,0,0
8,base,ex6_2_12.bch,0,0,0,0,0
9,base,ex6_2_12.bch,0,0,0,0,0
6,base,ex6_2_12.bch,0,0,0,0,0
7,base,ex6_2_12.bch,0,0,0,0,0
